40, 0, 2, 191, 191, 191
41, 0, 2, 191, 191, 191
42, 0, 2, 191, 191, 191
43, 0, 2, 191, 191, 191
44, 0, 2, 191, 191, 191
45, 0, 2, 191, 191, 191
46, 0, 2, 191, 191, 191
47, 0, 2, 191, 191, 191
40, 1, 2, 191, 191, 191
41, 1, 2, 191, 191, 191
42, 1, 2, 191, 191, 191
43, 1, 2, 191, 191, 191
44, 1, 2, 191, 191, 191
45, 1, 2, 191, 191, 191
46, 1, 2, 191, 191, 191
47, 1, 2, 191, 191, 191
48, 1, 2, 191, 191, 191
40, 2, 2, 191, 191, 191
41, 2, 2, 191, 191, 191
42, 2, 2, 191, 191, 191
43, 2, 2, 191, 191, 191
44, 2, 2, 191, 191, 191
45, 2, 2, 191, 191, 191
46, 2, 2, 191, 191, 191
47, 2, 2, 191, 191, 191
48, 2, 2, 191, 191, 191
40, 0, 3, 191, 191, 191
41, 0, 3, 191, 191, 191
42, 0, 3, 191, 191, 191
43, 0, 3, 191, 191, 191
44, 0, 3, 191, 191, 191
45, 0, 3, 191, 191, 191
46, 0, 3, 191, 191, 191
47, 0, 3, 191, 191, 191
48, 0, 3, 191, 191, 191
49, 0, 3, 191, 191, 191
40, 1, 3, 191, 191, 191
128, 65, 80, 191, 191, 191
49, 1, 3, 191, 191, 191
50, 1, 3, 191, 191, 191
40, 2, 3, 191, 191, 191
41, 2, 3, 191, 191, 191
129, 64, 80, 191, 191, 191
128, 64, 80, 191, 191, 191
129, 65, 79, 191, 191, 191
128, 65, 79, 191, 191, 191
129, 64, 79, 191, 191, 191
129, 65, 78, 191, 191, 191
128, 65, 78, 191, 191, 191
49, 2, 3, 191, 191, 191
50, 2, 3, 191, 191, 191
42, 3, 3, 191, 191, 191
43, 3, 3, 191, 191, 191
44, 3, 3, 191, 191, 191
45, 3, 3, 191, 191, 191
46, 3, 3, 191, 191, 191
47, 3, 3, 191, 191, 191
48, 3, 3, 191, 191, 191
49, 3, 3, 191, 191, 191
50, 3, 3, 191, 191, 191
40, 0, 4, 191, 191, 191
41, 0, 4, 191, 191, 191
42, 0, 4, 191, 191, 191
43, 0, 4, 191, 191, 191
44, 0, 4, 191, 191, 191
45, 0, 4, 191, 191, 191
46, 0, 4, 191, 191, 191
47, 0, 4, 191, 191, 191
48, 0, 4, 191, 191, 191
49, 0, 4, 191, 191, 191
50, 0, 4, 191, 191, 191
40, 1, 4, 191, 191, 191
129, 64, 78, 191, 191, 191
129, 65, 77, 191, 191, 191
128, 65, 77, 191, 191, 191
51, 1, 4, 191, 191, 191
52, 1, 4, 191, 191, 191
40, 2, 4, 191, 191, 191
41, 2, 4, 191, 191, 191
129, 64, 77, 191, 191, 191
128, 65, 76, 191, 191, 191
51, 2, 4, 191, 191, 191
52, 2, 4, 191, 191, 191
53, 2, 4, 191, 191, 191
42, 3, 4, 191, 191, 191
43, 3, 4, 191, 191, 191
44, 3, 4, 191, 191, 191
45, 3, 4, 191, 191, 191
129, 64, 76, 191, 191, 191
128, 64, 75, 191, 191, 191
132, 64, 74, 191, 191, 191
131, 64, 74, 191, 191, 191
51, 3, 4, 191, 191, 191
52, 3, 4, 191, 191, 191
53, 3, 4, 191, 191, 191
54, 3, 4, 191, 191, 191
55, 3, 4, 191, 191, 191
62, 3, 4, 191, 191, 191
63, 3, 4, 191, 191, 191
46, 4, 4, 191, 191, 191
47, 4, 4, 191, 191, 191
48, 4, 4, 191, 191, 191
49, 4, 4, 191, 191, 191
50, 4, 4, 191, 191, 191
51, 4, 4, 191, 191, 191
52, 4, 4, 191, 191, 191
63, 4, 4, 191, 191, 191
40, 0, 5, 191, 191, 191
41, 0, 5, 191, 191, 191
42, 0, 5, 191, 191, 191
43, 0, 5, 191, 191, 191
44, 0, 5, 191, 191, 191
45, 0, 5, 191, 191, 191
46, 0, 5, 191, 191, 191
47, 0, 5, 191, 191, 191
48, 0, 5, 191, 191, 191
49, 0, 5, 191, 191, 191
50, 0, 5, 191, 191, 191
40, 1, 5, 191, 191, 191
41, 1, 5, 191, 191, 191
137, 72, 73, 191, 191, 191
136, 72, 73, 191, 191, 191
138, 71, 73, 191, 191, 191
51, 1, 5, 191, 191, 191
52, 1, 5, 191, 191, 191
53, 1, 5, 191, 191, 191
54, 1, 5, 191, 191, 191
55, 1, 5, 191, 191, 191
56, 1, 5, 191, 191, 191
57, 1, 5, 191, 191, 191
62, 1, 5, 191, 191, 191
63, 1, 5, 191, 191, 191
42, 2, 5, 191, 191, 191
137, 71, 73, 191, 191, 191
136, 71, 73, 191, 191, 191
54, 2, 5, 191, 191, 191
55, 2, 5, 191, 191, 191
56, 2, 5, 191, 191, 191
57, 2, 5, 191, 191, 191
58, 2, 5, 191, 191, 191
59, 2, 5, 191, 191, 191
60, 2, 5, 191, 191, 191
61, 2, 5, 191, 191, 191
62, 2, 5, 191, 191, 191
63, 2, 5, 191, 191, 191
43, 3, 5, 191, 191, 191
44, 3, 5, 191, 191, 191
45, 3, 5, 191, 191, 191
139, 70, 73, 191, 191, 191
138, 70, 73, 191, 191, 191
137, 70, 73, 191, 191, 191
140, 69, 73, 191, 191, 191
56, 3, 5, 191, 191, 191
57, 3, 5, 191, 191, 191
58, 3, 5, 191, 191, 191
59, 3, 5, 191, 191, 191
60, 3, 5, 191, 191, 191
61, 3, 5, 191, 191, 191
139, 69, 73, 191, 191, 191
138, 69, 73, 191, 191, 191
46, 4, 5, 191, 191, 191
47, 4, 5, 191, 191, 191
137, 69, 73, 191, 191, 191
141, 68, 73, 191, 191, 191
140, 68, 73, 191, 191, 191
139, 68, 73, 191, 191, 191
138, 68, 73, 191, 191, 191
53, 4, 5, 191, 191, 191
54, 4, 5, 191, 191, 191
55, 4, 5, 191, 191, 191
56, 4, 5, 191, 191, 191
57, 4, 5, 191, 191, 191
58, 4, 5, 191, 191, 191
59, 4, 5, 191, 191, 191
60, 4, 5, 191, 191, 191
61, 4, 5, 191, 191, 191
62, 4, 5, 191, 191, 191
142, 67, 73, 191, 191, 191
48, 5, 5, 191, 191, 191
49, 5, 5, 191, 191, 191
50, 5, 5, 191, 191, 191
51, 5, 5, 191, 191, 191
52, 5, 5, 191, 191, 191
53, 5, 5, 191, 191, 191
54, 5, 5, 191, 191, 191
55, 5, 5, 191, 191, 191
56, 5, 5, 191, 191, 191
57, 5, 5, 191, 191, 191
58, 5, 5, 191, 191, 191
59, 5, 5, 191, 191, 191
60, 5, 5, 191, 191, 191
61, 5, 5, 191, 191, 191
62, 5, 5, 191, 191, 191
63, 5, 5, 191, 191, 191
49, 6, 5, 191, 191, 191
50, 6, 5, 191, 191, 191
51, 6, 5, 191, 191, 191
52, 6, 5, 191, 191, 191
53, 6, 5, 191, 191, 191
54, 6, 5, 191, 191, 191
55, 6, 5, 191, 191, 191
56, 6, 5, 191, 191, 191
57, 6, 5, 191, 191, 191
59, 6, 5, 191, 191, 191
60, 6, 5, 191, 191, 191
61, 6, 5, 191, 191, 191
62, 6, 5, 191, 191, 191
63, 6, 5, 191, 191, 191
61, 7, 5, 191, 191, 191
62, 7, 5, 191, 191, 191
63, 7, 5, 191, 191, 191
41, 0, 6, 191, 191, 191
42, 0, 6, 191, 191, 191
43, 0, 6, 191, 191, 191
44, 0, 6, 191, 191, 191
45, 0, 6, 191, 191, 191
46, 0, 6, 191, 191, 191
47, 0, 6, 191, 191, 191
48, 0, 6, 191, 191, 191
49, 0, 6, 191, 191, 191
